,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
15,2022-02-02,156.21864928461812,143.2485382931177,166.9695950193593,156.21864928461812,156.21864928461812,-1.1415126762084256,-1.1415126762084256,-1.1415126762084256,-1.1415126762084256,-1.1415126762084256,-1.1415126762084256,0.0,0.0,0.0,155.0771366084097
16,2022-02-03,156.12690333331952,143.3927382547965,166.7230656837619,156.12690333331952,156.12690333331952,-1.3918742917447973,-1.3918742917447973,-1.3918742917447973,-1.3918742917447973,-1.3918742917447973,-1.3918742917447973,0.0,0.0,0.0,154.73502904157473
17,2022-02-04,156.03515736293633,141.68904226499072,166.513787799992,156.03515736293633,156.03515736293633,-1.7942385929874032,-1.7942385929874032,-1.7942385929874032,-1.7942385929874032,-1.7942385929874032,-1.7942385929874032,0.0,0.0,0.0,154.24091876994893
18,2022-02-07,155.75991945178677,143.04785241859602,166.61380659076264,155.75991945178677,155.75991945178677,-0.8700856827812681,-0.8700856827812681,-0.8700856827812681,-0.8700856827812681,-0.8700856827812681,-0.8700856827812681,0.0,0.0,0.0,154.8898337690055
19,2022-02-08,155.66817348140358,142.7933451110319,165.48052509764435,155.66817348140358,155.66817348140358,-1.1778513325093432,-1.1778513325093432,-1.1778513325093432,-1.1778513325093432,-1.1778513325093432,-1.1778513325093432,0.0,0.0,0.0,154.49032214889425
20,2022-02-09,155.5764275110204,142.83490031720214,166.15080202277434,155.5764275110204,155.5764275110204,-1.1415126762101617,-1.1415126762101617,-1.1415126762101617,-1.1415126762101617,-1.1415126762101617,-1.1415126762101617,0.0,0.0,0.0,154.43491483481023
21,2022-02-10,155.4846815406372,142.64410184129645,165.15457524254688,155.4846815406372,155.4846815406372,-1.3918742917393616,-1.3918742917393616,-1.3918742917393616,-1.3918742917393616,-1.3918742917393616,-1.3918742917393616,0.0,0.0,0.0,154.09280724889786
22,2022-02-11,155.39293557025402,142.1152408101283,164.82030477979174,155.39293557025402,155.39293557025402,-1.794238592982219,-1.794238592982219,-1.794238592982219,-1.794238592982219,-1.794238592982219,-1.794238592982219,0.0,0.0,0.0,153.5986969772718
23,2022-02-14,155.11769765910444,142.84205189788324,166.15534800789627,155.11769765910444,155.11769765910444,-0.8700856827845833,-0.8700856827845833,-0.8700856827845833,-0.8700856827845833,-0.8700856827845833,-0.8700856827845833,0.0,0.0,0.0,154.24761197631986
24,2022-02-15,155.02595168872128,141.5446416456978,164.69698432068466,155.02595168872128,155.02595168872128,-1.1778513325124234,-1.1778513325124234,-1.1778513325124234,-1.1778513325124234,-1.1778513325124234,-1.1778513325124234,0.0,0.0,0.0,153.84810035620885
25,2022-02-16,154.93420569754758,143.1179393933352,166.45397620801188,154.93420569754758,154.93420569754758,-1.1415126762092798,-1.1415126762092798,-1.1415126762092798,-1.1415126762092798,-1.1415126762092798,-1.1415126762092798,0.0,0.0,0.0,153.7926930213383
26,2022-02-17,154.84245970637392,141.252792263906,165.0393246662385,154.84245970637392,154.84245970637392,-1.3918742917405982,-1.3918742917405982,-1.3918742917405982,-1.3918742917405982,-1.3918742917405982,-1.3918742917405982,0.0,0.0,0.0,153.4505854146333
27,2022-02-18,154.75071371520025,140.89982739971802,164.9826733104146,154.75071371520025,154.75071371520025,-1.7942385929815985,-1.7942385929815985,-1.7942385929815985,-1.7942385929815985,-1.7942385929815985,-1.7942385929815985,0.0,0.0,0.0,152.95647512221865
28,2022-02-22,154.38372975050552,141.67401419656028,165.75287672799638,154.38372975050552,154.38372975050552,-1.1778513325109337,-1.1778513325109337,-1.1778513325109337,-1.1778513325109337,-1.1778513325109337,-1.1778513325109337,0.0,0.0,0.0,153.2058784179946
29,2022-02-23,154.29198375933186,141.61269680377245,164.70081154585267,154.29198375933186,154.29198375933186,-1.1415126762083978,-1.1415126762083978,-1.1415126762083978,-1.1415126762083978,-1.1415126762083978,-1.1415126762083978,0.0,0.0,0.0,153.15047108312345
30,2022-02-24,154.2002377681582,140.92579430591599,164.59341362163417,154.2002377681582,154.2002377681582,-1.391874291741834,-1.391874291741834,-1.391874291741834,-1.391874291741834,-1.391874291741834,-1.391874291741834,0.0,0.0,0.0,152.80836347641636
31,2022-02-25,154.1084917769845,140.12940394410285,163.35399052731074,154.1084917769845,154.1084917769845,-1.7942385929786957,-1.7942385929786957,-1.7942385929786957,-1.7942385929786957,-1.7942385929786957,-1.7942385929786957,0.0,0.0,0.0,152.3142531840058
32,2022-02-28,153.83325380346346,142.79143475612884,165.95892256189657,153.83325380346346,153.83325380346346,-0.8700856827912136,-0.8700856827912136,-0.8700856827912136,-0.8700856827912136,-0.8700856827912136,-0.8700856827912136,0.0,0.0,0.0,152.96316812067224
33,2022-03-01,153.7415078199363,140.9993469757123,164.43635500532542,153.7415078199363,153.7415078199363,-1.1778513325123428,-1.1778513325123428,-1.1778513325123428,-1.1778513325123428,-1.1778513325123428,-1.1778513325123428,0.0,0.0,0.0,152.56365648742394
34,2022-03-02,153.64976183640908,141.39729619879745,163.99556399072534,153.64976183640908,153.64976183640908,-1.1415126762101337,-1.1415126762101337,-1.1415126762101337,-1.1415126762101337,-1.1415126762101337,-1.1415126762101337,0.0,0.0,0.0,152.50824916019894
35,2022-03-03,153.5580158528819,139.93232193827797,163.7043495499353,153.5580158528819,153.5580158528819,-1.3918742917369384,-1.3918742917369384,-1.3918742917369384,-1.3918742917369384,-1.3918742917369384,-1.3918742917369384,0.0,0.0,0.0,152.16614156114497
36,2022-03-04,153.4662698693547,139.89801998408825,162.80222591750118,153.4662698693547,153.4662698693547,-1.7942385929757936,-1.7942385929757936,-1.7942385929757936,-1.7942385929757936,-1.7942385929757936,-1.7942385929757936,0.0,0.0,0.0,151.6720312763789
37,2022-03-07,153.19103191877312,140.7995888110074,164.22228321858242,153.19103191877312,153.19103191877312,-0.8700856827906142,-0.8700856827906142,-0.8700856827906142,-0.8700856827906142,-0.8700856827906142,-0.8700856827906142,0.0,0.0,0.0,152.32094623598252
38,2022-03-08,153.09928593524592,141.3007392051126,163.69494261630857,153.09928593524592,153.09928593524592,-1.1778513325108528,-1.1778513325108528,-1.1778513325108528,-1.1778513325108528,-1.1778513325108528,-1.1778513325108528,0.0,0.0,0.0,151.92143460273508
39,2022-03-09,153.0075399517187,140.1075671464057,162.69614417896804,153.0075399517187,153.0075399517187,-1.1415126762085412,-1.1415126762085412,-1.1415126762085412,-1.1415126762085412,-1.1415126762085412,-1.1415126762085412,0.0,0.0,0.0,151.86602727551016
